site,site_name,date,participation
1,MLK Center,2019-10-01,1624
1,MLK Center,2019-11-01,1575
1,MLK Center,2019-12-01,1599
1,MLK Center,2020-01-01,1630
1,MLK Center,2020-02-01,1603
1,MLK Center,2020-03-01,1487
1,MLK Center,2020-04-01,1092
1,MLK Center,2020-05-01,612
1,MLK Center,2020-06-01,179
1,MLK Center,2020-07-01,24
1,MLK Center,2020-08-01,
1,MLK Center,2020-09-01,
1,MLK Center,2020-10-01,
1,MLK Center,2020-11-01,
1,MLK Center,2020-12-01,
1,MLK Center,2021-01-01,
1,MLK Center,2021-02-01,
1,MLK Center,2021-03-01,
1,MLK Center,2021-04-01,0
1,MLK Center,2021-05-01,0
1,MLK Center,2021-06-01,0
1,MLK Center,2021-07-01,5
1,MLK Center,2021-08-01,37
1,MLK Center,2021-09-01,100
1,MLK Center,2021-10-01,176
1,MLK Center,2021-11-01,307
1,MLK Center,2021-12-01,404
1,MLK Center,2022-01-01,482
1,MLK Center,2022-02-01,505
1,MLK Center,2022-03-01,574
1,MLK Center,2022-04-01,614
3,Westmoreland,2017-10-01,4578
3,Westmoreland,2017-11-01,4462
3,Westmoreland,2017-12-01,4385
3,Westmoreland,2018-01-01,4362
3,Westmoreland,2018-02-01,4320
3,Westmoreland,2018-03-01,4323
3,Westmoreland,2018-04-01,4342
3,Westmoreland,2018-05-01,4287
3,Westmoreland,2018-06-01,4277
3,Westmoreland,2018-07-01,4249
3,Westmoreland,2018-08-01,4019
3,Westmoreland,2018-09-01,3899
3,Westmoreland,2018-10-01,3655
3,Westmoreland,2018-11-01,3508
3,Westmoreland,2018-12-01,3541
3,Westmoreland,2019-01-01,3580
3,Westmoreland,2019-02-01,3507
3,Westmoreland,2019-03-01,3489
3,Westmoreland,2019-04-01,3507
3,Westmoreland,2019-05-01,3588
3,Westmoreland,2019-06-01,3573
3,Westmoreland,2019-07-01,3590
3,Westmoreland,2019-08-01,3544
3,Westmoreland,2019-09-01,3545
3,Westmoreland,2019-10-01,3500
3,Westmoreland,2019-11-01,3510
3,Westmoreland,2019-12-01,3487
3,Westmoreland,2020-01-01,3444
3,Westmoreland,2020-02-01,3404
3,Westmoreland,2020-03-01,3252
3,Westmoreland,2020-04-01,2887
3,Westmoreland,2020-05-01,2845
3,Westmoreland,2020-06-01,3091
3,Westmoreland,2020-07-01,3467
3,Westmoreland,2020-08-01,3635
3,Westmoreland,2020-09-01,3722
3,Westmoreland,2020-10-01,3784
3,Westmoreland,2020-11-01,3788
3,Westmoreland,2020-12-01,3748
3,Westmoreland,2021-01-01,3808
3,Westmoreland,2021-02-01,3697
3,Westmoreland,2021-03-01,3769
3,Westmoreland,2021-04-01,3778
3,Westmoreland,2021-05-01,3633
3,Westmoreland,2021-06-01,3603
3,Westmoreland,2021-07-01,3649
3,Westmoreland,2021-08-01,3730
3,Westmoreland,2021-09-01,3776
3,Westmoreland,2021-10-01,3747
3,Westmoreland,2021-11-01,3724
3,Westmoreland,2021-12-01,3687
3,Westmoreland,2022-01-01,3676
3,Westmoreland,2022-02-01,3744
3,Westmoreland,2022-03-01,3861
3,Westmoreland,2022-04-01,3986
5,Lake June,2017-10-01,8103
5,Lake June,2017-11-01,7959
5,Lake June,2017-12-01,7813
5,Lake June,2018-01-01,7752
5,Lake June,2018-02-01,7586
5,Lake June,2018-03-01,7468
5,Lake June,2018-04-01,7513
5,Lake June,2018-05-01,7581
5,Lake June,2018-06-01,7517
5,Lake June,2018-07-01,7463
5,Lake June,2018-08-01,7167
5,Lake June,2018-09-01,6882
5,Lake June,2018-10-01,6607
5,Lake June,2018-11-01,6389
5,Lake June,2018-12-01,6356
5,Lake June,2019-01-01,6419
5,Lake June,2019-02-01,6249
5,Lake June,2019-03-01,6321
5,Lake June,2019-04-01,6281
5,Lake June,2019-05-01,6293
5,Lake June,2019-06-01,6386
5,Lake June,2019-07-01,6581
5,Lake June,2019-08-01,6661
5,Lake June,2019-09-01,6674
5,Lake June,2019-10-01,6690
5,Lake June,2019-11-01,6609
5,Lake June,2019-12-01,6673
5,Lake June,2020-01-01,6822
5,Lake June,2020-02-01,6834
5,Lake June,2020-03-01,6655
5,Lake June,2020-04-01,6892
5,Lake June,2020-05-01,7237
5,Lake June,2020-06-01,7545
5,Lake June,2020-07-01,7864
5,Lake June,2020-08-01,7704
5,Lake June,2020-09-01,7601
5,Lake June,2020-10-01,7652
5,Lake June,2020-11-01,7804
5,Lake June,2020-12-01,7685
5,Lake June,2021-01-01,7640
5,Lake June,2021-02-01,7346
5,Lake June,2021-03-01,7462
5,Lake June,2021-04-01,7544
5,Lake June,2021-05-01,7396
5,Lake June,2021-06-01,7451
5,Lake June,2021-07-01,7384
5,Lake June,2021-08-01,7452
5,Lake June,2021-09-01,7533
5,Lake June,2021-10-01,7602
5,Lake June,2021-11-01,7765
5,Lake June,2021-12-01,7659
5,Lake June,2022-01-01,7712
5,Lake June,2022-02-01,7635
5,Lake June,2022-03-01,7810
5,Lake June,2022-04-01,7982
7,Carrollton,2017-10-01,2890
7,Carrollton,2017-11-01,2887
7,Carrollton,2017-12-01,2837
7,Carrollton,2018-01-01,2833
7,Carrollton,2018-02-01,2793
7,Carrollton,2018-03-01,2788
7,Carrollton,2018-04-01,2794
7,Carrollton,2018-05-01,2831
7,Carrollton,2018-06-01,2818
7,Carrollton,2018-07-01,2762
7,Carrollton,2018-08-01,2701
7,Carrollton,2018-09-01,2645
7,Carrollton,2018-10-01,2517
7,Carrollton,2018-11-01,2401
7,Carrollton,2018-12-01,2372
7,Carrollton,2019-01-01,2367
7,Carrollton,2019-02-01,2356
7,Carrollton,2019-03-01,2400
7,Carrollton,2019-04-01,2410
7,Carrollton,2019-05-01,2361
7,Carrollton,2019-06-01,2360
7,Carrollton,2019-07-01,2361
7,Carrollton,2019-08-01,2367
7,Carrollton,2019-09-01,2405
7,Carrollton,2019-10-01,2386
7,Carrollton,2019-11-01,2391
7,Carrollton,2019-12-01,2418
7,Carrollton,2020-01-01,2412
7,Carrollton,2020-02-01,2407
7,Carrollton,2020-03-01,2266
7,Carrollton,2020-04-01,2025
7,Carrollton,2020-05-01,1489
7,Carrollton,2020-06-01,1256
7,Carrollton,2020-07-01,1443
7,Carrollton,2020-08-01,1571
7,Carrollton,2020-09-01,1853
7,Carrollton,2020-10-01,1894
7,Carrollton,2020-11-01,1916
7,Carrollton,2020-12-01,1800
7,Carrollton,2021-01-01,1376
7,Carrollton,2021-02-01,808
7,Carrollton,2021-03-01,349
7,Carrollton,2021-04-01,6
7,Carrollton,2021-05-01,6
7,Carrollton,2021-06-01,3
7,Carrollton,2021-07-01,
7,Carrollton,2021-08-01,
7,Carrollton,2021-09-01,
7,Carrollton,2021-10-01,
7,Carrollton,2021-11-01,
7,Carrollton,2021-12-01,
7,Carrollton,2022-01-01,
7,Carrollton,2022-02-01,
7,Carrollton,2022-03-01,
7,Carrollton,2022-04-01,
8,Grand Prairie,2017-10-01,4602
8,Grand Prairie,2017-11-01,4526
8,Grand Prairie,2017-12-01,4321
8,Grand Prairie,2018-01-01,4358
8,Grand Prairie,2018-02-01,4352
8,Grand Prairie,2018-03-01,4347
8,Grand Prairie,2018-04-01,4377
8,Grand Prairie,2018-05-01,4394
8,Grand Prairie,2018-06-01,4474
8,Grand Prairie,2018-07-01,4335
8,Grand Prairie,2018-08-01,4255
8,Grand Prairie,2018-09-01,4095
8,Grand Prairie,2018-10-01,4068
8,Grand Prairie,2018-11-01,3926
8,Grand Prairie,2018-12-01,3916
8,Grand Prairie,2019-01-01,3875
8,Grand Prairie,2019-02-01,3857
8,Grand Prairie,2019-03-01,3942
8,Grand Prairie,2019-04-01,3887
8,Grand Prairie,2019-05-01,3939
8,Grand Prairie,2019-06-01,3887
8,Grand Prairie,2019-07-01,3928
8,Grand Prairie,2019-08-01,3952
8,Grand Prairie,2019-09-01,3962
8,Grand Prairie,2019-10-01,4007
8,Grand Prairie,2019-11-01,3953
8,Grand Prairie,2019-12-01,3898
8,Grand Prairie,2020-01-01,3965
8,Grand Prairie,2020-02-01,3979
8,Grand Prairie,2020-03-01,3918
8,Grand Prairie,2020-04-01,4191
8,Grand Prairie,2020-05-01,4344
8,Grand Prairie,2020-06-01,4465
