site,site_name,date,participation
37,Abrams Road,2/1/2018,4186
37,Abrams Road,3/1/2018,4186
37,Abrams Road,4/1/2018,4136
37,Abrams Road,5/1/2018,4148
37,Abrams Road,6/1/2018,4137
37,Abrams Road,7/1/2018,3968
37,Abrams Road,8/1/2018,3951
37,Abrams Road,9/1/2018,3888
37,Abrams Road,10/1/2018,3833
37,Abrams Road,11/1/2018,3648
37,Abrams Road,12/1/2018,3633
37,Abrams Road,1/1/2019,3594
37,Abrams Road,2/1/2019,3474
37,Abrams Road,3/1/2019,3562
37,Abrams Road,4/1/2019,3636
37,Abrams Road,5/1/2019,3594
37,Abrams Road,6/1/2019,3543
37,Abrams Road,7/1/2019,3574
37,Abrams Road,8/1/2019,3617
37,Abrams Road,9/1/2019,3659
37,Abrams Road,10/1/2019,3633
37,Abrams Road,11/1/2019,3641
37,Abrams Road,12/1/2019,3617
37,Abrams Road,1/1/2020,3687
37,Abrams Road,2/1/2020,3616
37,Abrams Road,3/1/2020,3485
37,Abrams Road,4/1/2020,3455
37,Abrams Road,5/1/2020,3607
37,Abrams Road,6/1/2020,3663
37,Abrams Road,7/1/2020,3881
37,Abrams Road,8/1/2020,3707
37,Abrams Road,9/1/2020,3707
37,Abrams Road,10/1/2020,3765
37,Abrams Road,11/1/2020,3758
37,Abrams Road,12/1/2020,3758
37,Abrams Road,1/1/2021,3739
37,Abrams Road,2/1/2021,3593
37,Abrams Road,3/1/2021,3653
37,Abrams Road,4/1/2021,3593
37,Abrams Road,5/1/2021,3535
37,Abrams Road,6/1/2021,3578
37,Abrams Road,7/1/2021,3635
37,Abrams Road,8/1/2021,3699
37,Abrams Road,9/1/2021,3733
37,Abrams Road,10/1/2021,3736
37,Abrams Road,11/1/2021,3818
39,Mesquite,10/1/2017,3921
39,Mesquite,11/1/2017,3910
39,Mesquite,12/1/2017,3862
39,Mesquite,1/1/2018,3920
39,Mesquite,2/1/2018,3858
39,Mesquite,3/1/2018,3860
39,Mesquite,4/1/2018,3859
39,Mesquite,5/1/2018,3871
39,Mesquite,6/1/2018,3902
39,Mesquite,7/1/2018,3749
39,Mesquite,8/1/2018,3671
39,Mesquite,9/1/2018,3643
39,Mesquite,10/1/2018,3551
39,Mesquite,11/1/2018,3397
39,Mesquite,12/1/2018,3450
39,Mesquite,1/1/2019,3454
39,Mesquite,2/1/2019,3400
39,Mesquite,3/1/2019,3453
39,Mesquite,4/1/2019,3459
39,Mesquite,5/1/2019,3434
39,Mesquite,6/1/2019,3475
39,Mesquite,7/1/2019,3515
39,Mesquite,8/1/2019,3570
39,Mesquite,9/1/2019,3624
39,Mesquite,10/1/2019,3688
39,Mesquite,11/1/2019,3723
39,Mesquite,12/1/2019,3672
39,Mesquite,1/1/2020,3718
39,Mesquite,2/1/2020,3689
39,Mesquite,3/1/2020,3490
39,Mesquite,4/1/2020,3077
39,Mesquite,5/1/2020,2786
39,Mesquite,6/1/2020,2766
39,Mesquite,7/1/2020,2874
39,Mesquite,8/1/2020,3062
39,Mesquite,9/1/2020,3004
39,Mesquite,10/1/2020,3074
39,Mesquite,11/1/2020,3102
39,Mesquite,12/1/2020,3071
39,Mesquite,1/1/2021,3051
39,Mesquite,2/1/2021,2934
39,Mesquite,3/1/2021,2952
39,Mesquite,4/1/2021,2964
39,Mesquite,5/1/2021,3024
39,Mesquite,6/1/2021,3020
39,Mesquite,7/1/2021,3054
39,Mesquite,8/1/2021,3186
39,Mesquite,9/1/2021,3325
39,Mesquite,10/1/2021,3285
39,Mesquite,11/1/2021,3350
34,Medical District,10/1/2017,
34,Medical District,11/1/2017,
34,Medical District,12/1/2017,
34,Medical District,1/1/2018,
34,Medical District,2/1/2018,
34,Medical District,3/1/2018,
34,Medical District,4/1/2018,
34,Medical District,5/1/2018,
34,Medical District,6/1/2018,
34,Medical District,7/1/2018,
34,Medical District,8/1/2018,
34,Medical District,9/1/2018,
34,Medical District,10/1/2018,
34,Medical District,11/1/2018,
34,Medical District,12/1/2018,
34,Medical District,1/1/2019,
34,Medical District,2/1/2019,
34,Medical District,3/1/2019,
34,Medical District,4/1/2019,
34,Medical District,5/1/2019,
34,Medical District,6/1/2019,
34,Medical District,7/1/2019,
34,Medical District,8/1/2019,
34,Medical District,9/1/2019,
34,Medical District,10/1/2019,
34,Medical District,11/1/2019,
34,Medical District,12/1/2019,
34,Medical District,1/1/2020,
34,Medical District,2/1/2020,
34,Medical District,3/1/2020,291
34,Medical District,4/1/2020,859
34,Medical District,5/1/2020,978
34,Medical District,6/1/2020,979
34,Medical District,7/1/2020,511
34,Medical District,8/1/2020,330
34,Medical District,9/1/2020,233
34,Medical District,10/1/2020,241
34,Medical District,11/1/2020,270
34,Medical District,12/1/2020,325
34,Medical District,1/1/2021,310
34,Medical District,2/1/2021,289
34,Medical District,3/1/2021,264
34,Medical District,4/1/2021,284
34,Medical District,5/1/2021,305
34,Medical District,6/1/2021,340
34,Medical District,7/1/2021,345
34,Medical District,8/1/2021,354
34,Medical District,9/1/2021,347
34,Medical District,10/1/2021,302
34,Medical District,11/1/2021,297
1,MLK Center,12/1/2021,404
3,Westmoreland,12/1/2021,3687
5,Lake June,12/1/2021,7659
7,Carrollton,12/1/2021,
8,Grand Prairie,12/1/2021,4032
9,Irving,12/1/2021,7691
10,Lancaster Road,12/1/2021,103
11,East Garland,12/1/2021,4356
17,Northwest Hwy,12/1/2021,3339
24,North Dallas,12/1/2021,6016
25,Ledbetter,12/1/2021,7593
26,John West/Buckner,12/1/2021,4471
30,Duncanville,12/1/2021,2678
32,West Garland,12/1/2021,4404
34,Stemmons Clinic,12/1/2021,
37,Abrams Road,12/1/2021,3785
39,Mesquite,12/1/2021,3409
34,Medical District,12/1/2021,280
