Year,Month,Project,Approved_Caseload,Pregnant_Women,Full_Breastfed_Women,Partial_Breastfed_Women,Postpartum_Women,Total_Women,Full_Breastfed_Infants,Partial_Breastfed_Infants,Full_Formula_Fed_Infants,Total_Infants,Total_Children,Total_Participants,MtM_Caseload_Difference,Gen_Admin_Money,Date,Fiscal_Month,Local_Agency,Time_Shift,Fiscal_Year,FFF_Infants_Est
2015,12,1,37450,2575,1141,3857,747,8320,1197,3417,2428,7042,13769,29131,-414,379285.62,12/1/2015,Dec,LA 1,3/1/2016,FY16,354516.3267
2015,12,3,31500,2449,298,3254,924,6925,324,3057,2504,5885,13805,26615,-364,320976.9,12/1/2015,Dec,LA 3,3/1/2016,FY16,365613.2133
2015,12,4,1500,128,18,67,74,287,19,80,170,269,638,1194,-11,19724.88,12/1/2015,Dec,LA 4,3/1/2016,FY16,24821.98333
2015,12,5,9450,688,190,833,390,2101,198,810,962,1970,3628,7699,-206,102704.66,12/1/2015,Dec,LA 5,3/1/2016,FY16,140463.2233
2015,12,7,106250,7078,1951,14294,2064,25387,2143,12864,7508,22515,40296,88198,-942,1008103.14,12/1/2015,Dec,LA 7,3/1/2016,FY16,1096255.593
2015,12,10,3900,266,83,152,255,756,93,167,568,828,1343,2927,-80,40890.19,12/1/2015,Dec,LA 10,3/1/2016,FY16,82934.62667
2015,12,11,6700,497,121,616,407,1641,128,546,942,1616,2466,5723,-91,70907.97,12/1/2015,Dec,LA 11,3/1/2016,FY16,137542.99
2015,12,12,81900,6061,887,8568,1880,17396,978,8341,5103,14422,37755,69573,-1085,839050.38,12/1/2015,Dec,LA 12,3/1/2016,FY16,745097.535
2015,12,13,30250,2241,178,2682,1201,6302,197,2316,3103,5616,13317,25235,-339,400731.8,12/1/2015,Dec,LA 13,3/1/2016,FY16,453074.2017
2015,12,17,34400,2948,465,2815,1800,8028,505,2865,4535,7905,15186,31119,-824,350088.75,12/1/2015,Dec,LA 17,3/1/2016,FY16,662162.9083
2015,12,19,3600,298,49,243,155,745,52,236,389,677,1539,2961,-75,45125.64,12/1/2015,Dec,LA 19,3/1/2016,FY16,56798.53833
2015,12,20,7200,484,114,264,325,1187,130,188,895,1213,2617,5017,-130,79669.96,12/1/2015,Dec,LA 20,3/1/2016,FY16,130680.4417
2015,12,21,4600,383,119,152,298,952,133,156,700,989,1776,3717,-45,51926.49,12/1/2015,Dec,LA 21,3/1/2016,FY16,102208.1667
2015,12,22,8050,745,156,380,591,1872,170,361,1488,2019,3333,7224,-85,96368.16,12/1/2015,Dec,LA 22,3/1/2016,FY16,217265.36
2015,12,24,4550,388,29,575,123,1115,29,566,340,935,2021,4071,-49,62042.04,12/1/2015,Dec,LA 24,3/1/2016,FY16,49643.96667
2015,12,26,84000,6341,985,9085,3014,19425,1059,8817,7374,17250,34381,71056,-614,812170.08,12/1/2015,Dec,LA 26,3/1/2016,FY16,1076690.03
2015,12,27,23700,2058,597,1097,1899,5651,623,932,4471,6026,9423,21100,-529,359755,12/1/2015,Dec,LA 27,3/1/2016,FY16,652818.1617
2015,12,28,2350,202,44,105,131,482,54,127,282,463,956,1901,-39,25359.34,12/1/2015,Dec,LA 28,3/1/2016,FY16,41175.29
2015,12,29,15100,1149,336,1658,583,3726,366,1612,1544,3522,6960,14208,-152,212125.44,12/1/2015,Dec,LA 29,3/1/2016,FY16,225442.0133
2015,12,30,3750,303,44,265,255,867,55,243,592,890,1426,3183,-54,44466.51,12/1/2015,Dec,LA 30,3/1/2016,FY16,86438.90667
2015,12,31,18900,1555,651,1098,952,4256,696,1067,2345,4108,8098,16462,-253,209067.4,12/1/2015,Dec,LA 31,3/1/2016,FY16,342397.3583
2015,12,32,8350,742,208,633,456,2039,229,605,1096,1930,3783,7752,-133,118218,12/1/2015,Dec,LA 32,3/1/2016,FY16,160028.7867
2015,12,33,48200,3350,1099,2705,2272,9426,1172,2887,5078,9137,19770,38333,-989,486829.1,12/1/2015,Dec,LA 33,3/1/2016,FY16,741447.2433
2015,12,34,4450,396,143,160,352,1051,157,158,788,1103,1580,3734,-153,52163.98,12/1/2015,Dec,LA 34,3/1/2016,FY16,115057.1933
2015,12,35,14500,887,343,966,604,2800,366,946,1476,2788,4675,10263,-68,120590.25,12/1/2015,Dec,LA 35,3/1/2016,FY16,215513.22
2015,12,36,9850,705,354,590,559,2208,377,500,1428,2305,4029,8542,-69,116683.72,12/1/2015,Dec,LA 36,3/1/2016,FY16,208504.66
2015,12,37,5150,367,82,146,419,1014,83,128,941,1152,1708,3874,-44,61519.12,12/1/2015,Dec,LA 37,3/1/2016,FY16,137396.9783
2015,12,38,5400,425,98,509,283,1315,109,384,755,1248,2342,4905,-125,68522.85,12/1/2015,Dec,LA 38,3/1/2016,FY16,110238.8083
2015,12,39,29800,2600,644,2057,1625,6926,706,1890,4085,6681,13504,27111,-395,396091.71,12/1/2015,Dec,LA 39,3/1/2016,FY16,596457.6583
2015,12,40,5100,355,69,353,395,1172,71,382,814,1267,1642,4081,62,57011.57,12/1/2015,Dec,LA 40,3/1/2016,FY16,118853.4967
2015,12,41,49350,3557,783,3072,2770,10182,833,2985,6558,10376,19387,39945,-1004,456571.35,12/1/2015,Dec,LA 41,3/1/2016,FY16,957544.51
2015,12,42,8600,553,313,539,346,1751,337,528,893,1758,3229,6738,51,92041.08,12/1/2015,Dec,LA 42,3/1/2016,FY16,130388.4183
2015,12,43,1500,116,31,74,78,299,33,71,213,317,547,1163,9,19212.76,12/1/2015,Dec,LA 43,3/1/2016,FY16,31100.485
2015,12,44,2800,226,62,87,192,567,66,79,471,616,1299,2482,-54,39414.16,12/1/2015,Dec,LA 44,3/1/2016,FY16,68771.495
2015,12,46,7600,524,200,539,322,1585,206,425,938,1569,2595,5749,-183,78531.34,12/1/2015,Dec,LA 46,3/1/2016,FY16,136958.9433
2015,12,48,69700,4715,1069,5987,3509,15280,1105,6223,7831,15159,25651,56090,-520,641108.7,12/1/2015,Dec,LA 48,3/1/2016,FY16,1143417.362
2015,12,49,1050,76,5,4,74,159,4,52,146,202,449,810,14,13381.2,12/1/2015,Dec,LA 49,3/1/2016,FY16,21317.70333
2015,12,51,3400,357,79,124,302,862,82,150,635,867,1543,3272,-36,45709.84,12/1/2015,Dec,LA 51,3/1/2016,FY16,92717.40833
2015,12,53,1550,78,30,149,64,321,29,73,216,318,505,1144,-54,18898.88,12/1/2015,Dec,LA 53,3/1/2016,FY16,31538.52
2015,12,54,60900,4306,1181,4729,2954,13170,1253,4326,7525,13104,22928,49202,-1059,578123.5,12/1/2015,Dec,LA 54,3/1/2016,FY16,1098737.792
2015,12,56,4750,322,144,209,250,925,156,238,584,978,1648,3551,41,56389.88,12/1/2015,Dec,LA 56,3/1/2016,FY16,85270.81333
2015,12,58,3800,317,80,165,264,826,80,148,603,831,1603,3260,-62,45542.2,12/1/2015,Dec,LA 58,3/1/2016,FY16,88045.035
2015,12,59,3850,450,71,319,216,1056,76,316,564,956,1713,3725,-46,47307.5,12/1/2015,Dec,LA 59,3/1/2016,FY16,82350.58
2015,12,60,1600,121,27,91,79,318,26,81,209,316,580,1214,-38,20055.28,12/1/2015,Dec,LA 60,3/1/2016,FY16,30516.43833
2015,12,61,2400,148,26,84,166,424,27,65,375,467,943,1834,-47,30297.68,12/1/2015,Dec,LA 61,3/1/2016,FY16,54754.375
2015,12,62,1650,129,45,49,142,365,47,50,299,396,636,1397,-20,23078.44,12/1/2015,Dec,LA 62,3/1/2016,FY16,43657.48833
2015,12,63,1500,117,28,48,99,292,31,66,195,292,497,1081,-14,17858.12,12/1/2015,Dec,LA 63,3/1/2016,FY16,28472.275
2015,12,64,1800,123,51,39,128,341,54,42,298,394,729,1464,-39,24653.76,12/1/2015,Dec,LA 64,3/1/2016,FY16,43511.47667
2015,12,65,2800,218,40,31,295,584,36,46,583,665,854,2103,-32,29378.91,12/1/2015,Dec,LA 65,3/1/2016,FY16,85124.80167
2015,12,67,2100,124,20,71,149,364,24,80,349,453,787,1604,-25,26498.08,12/1/2015,Dec,LA 67,3/1/2016,FY16,50958.07167
2015,12,69,2850,231,70,118,197,616,81,112,443,636,1124,2376,35,38491.2,12/1/2015,Dec,LA 69,3/1/2016,FY16,64683.16833
2015,12,70,750,43,9,6,38,96,11,24,92,127,240,463,-18,7796.92,12/1/2015,Dec,LA 70,3/1/2016,FY16,13433.07333
2015,12,71,12450,656,350,1043,404,2453,366,1025,1042,2433,4612,9498,-178,111601.5,12/1/2015,Dec,LA 71,3/1/2016,FY16,152144.1567
2015,12,73,13750,1237,306,566,953,3062,326,505,2410,3241,6542,12845,55,146818.35,12/1/2015,Dec,LA 73,3/1/2016,FY16,351888.1167
2015,12,74,1250,115,30,84,66,295,33,62,177,272,537,1104,18,18238.08,12/1/2015,Dec,LA 74,3/1/2016,FY16,25844.065
2015,12,76,41500,3080,1075,2716,2168,9039,1190,2393,5463,9046,15763,33848,-319,577108.4,12/1/2015,Dec,LA 76,3/1/2016,FY16,797661.735
2015,12,77,42500,3466,893,5514,1070,10943,961,4633,3900,9494,19191,39628,-88,591646.04,12/1/2015,Dec,LA 77,3/1/2016,FY16,569445.5
2015,12,89,6050,365,218,618,95,1296,225,594,270,1089,2160,4545,-78,57721.5,12/1/2015,Dec,LA 89,3/1/2016,FY16,39423.15
2015,12,90,5850,462,112,605,190,1369,115,561,479,1155,2465,4989,-72,60217.23,12/1/2015,Dec,LA 90,3/1/2016,FY16,69939.58833
2015,12,95,2100,142,54,125,145,466,54,135,289,478,685,1629,-40,26911.08,12/1/2015,Dec,LA 95,3/1/2016,FY16,42197.37167
2015,12,100,8600,670,164,767,421,2022,182,683,1102,1967,3270,7259,49,110699.75,12/1/2015,Dec,LA 100,3/1/2016,FY16,160904.8567
2015,12,105,1100,74,28,28,86,216,28,27,172,227,524,967,-17,15974.84,12/1/2015,Dec,LA 105,3/1/2016,FY16,25114.00667
2015,12,107,3400,215,50,84,208,557,56,129,452,637,1261,2455,-39,38985.4,12/1/2015,Dec,LA 107,3/1/2016,FY16,65997.27333
2015,12,108,6200,468,96,382,362,1308,102,353,840,1295,2318,4921,-145,65646.14,12/1/2015,Dec,LA 108,3/1/2016,FY16,122649.8
2015,12,110,1100,84,12,96,46,238,13,68,141,222,388,848,-5,14008.96,12/1/2015,Dec,LA 110,3/1/2016,FY16,20587.645
2015,12,126,1000,103,18,66,36,223,19,71,128,218,426,867,-30,14322.84,12/1/2015,Dec,LA 126,3/1/2016,FY16,18689.49333
2015,11,1,37450,2667,1145,3905,759,8476,1201,3433,2444,7078,13991,29545,-390,384675.9,11/1/2015,Nov,LA 1,2/1/2016,FY16,356852.5133
2015,11,3,31500,2562,307,3269,914,7052,331,3065,2487,5883,14044,26979,-214,325366.74,11/1/2015,Nov,LA 3,2/1/2016,FY16,363131.015
2015,11,4,1500,132,18,61,78,289,18,76,175,269,647,1205,-22,19906.6,11/1/2015,Nov,LA 4,2/1/2016,FY16,25552.04167
2015,11,5,9450,727,191,843,412,2173,199,825,998,2022,3710,7905,-65,105452.7,11/1/2015,Nov,LA 5,2/1/2016,FY16,145719.6433
2015,11,7,106250,7332,1995,14208,2067,25602,2182,12857,7512,22551,40987,89140,-944,1018870.2,11/1/2015,Nov,LA 7,2/1/2016,FY16,1096839.64
2015,11,10,3900,286,94,148,257,785,103,165,579,847,1375,3007,-41,42007.79,11/1/2015,Nov,LA 10,2/1/2016,FY16,84540.755
2015,11,11,6700,564,106,598,403,1671,117,540,955,1612,2531,5814,-167,72035.46,11/1/2015,Nov,LA 11,2/1/2016,FY16,139441.1417
2015,11,12,81900,6354,891,8573,1904,17722,979,8369,5163,14511,38425,70658,-297,852135.48,11/1/2015,Nov,LA 12,2/1/2016,FY16,753858.235
2015,11,13,30250,2332,187,2683,1153,6355,206,2291,3156,5653,13566,25574,-282,406115.12,11/1/2015,Nov,LA 13,2/1/2016,FY16,460812.82
2015,11,17,34400,3161,475,2844,1779,8259,504,2872,4629,8005,15679,31943,-533,359358.75,11/1/2015,Nov,LA 17,2/1/2016,FY16,675888.005
2015,11,19,3600,314,50,250,154,768,55,244,401,700,1568,3036,-20,46268.64,11/1/2015,Nov,LA 19,2/1/2016,FY16,58550.67833
2015,11,20,7200,524,119,259,340,1242,131,207,871,1209,2696,5147,-82,81734.36,11/1/2015,Nov,LA 20,2/1/2016,FY16,127176.1617
2015,11,21,4600,388,126,147,310,971,124,165,696,985,1806,3762,-55,52555.14,11/1/2015,Nov,LA 21,2/1/2016,FY16,101624.12
2015,11,22,8050,733,167,381,589,1870,175,347,1523,2045,3394,7309,-129,97502.06,11/1/2015,Nov,LA 22,2/1/2016,FY16,222375.7683
2015,11,24,4550,405,36,576,123,1140,43,563,349,955,2025,4120,-86,62788.8,11/1/2015,Nov,LA 24,2/1/2016,FY16,50958.07167
2015,11,26,84000,6580,981,9099,2960,19620,1046,8765,7405,17216,34834,71670,-633,819188.1,11/1/2015,Nov,LA 26,2/1/2016,FY16,1081216.392
2015,11,27,23700,2202,592,1152,1892,5838,636,954,4568,6158,9633,21629,-226,368774.45,11/1/2015,Nov,LA 27,2/1/2016,FY16,666981.2933
2015,11,28,2350,215,39,101,130,485,49,133,278,460,995,1940,-16,25879.6,11/1/2015,Nov,LA 28,2/1/2016,FY16,40591.24333
2015,11,29,15100,1234,338,1655,567,3794,363,1623,1542,3528,7038,14360,9,214394.8,11/1/2015,Nov,LA 29,2/1/2016,FY16,225149.99
2015,11,30,3750,319,41,275,258,893,48,257,576,881,1463,3237,-30,45220.89,11/1/2015,Nov,LA 30,2/1/2016,FY16,84102.72
2015,11,31,18900,1607,636,1169,966,4378,663,1095,2387,4145,8192,16715,-331,212280.5,11/1/2015,Nov,LA 31,2/1/2016,FY16,348529.8483
2015,11,32,8350,775,223,643,431,2072,246,639,1076,1961,3852,7885,-26,120246.25,11/1/2015,Nov,LA 32,2/1/2016,FY16,157108.5533
2015,11,33,48200,3560,1139,2685,2245,9629,1203,2855,5104,9162,20531,39322,-304,499389.4,11/1/2015,Nov,LA 33,2/1/2016,FY16,745243.5467
2015,11,34,4450,437,165,161,354,1117,174,154,800,1128,1642,3887,34,54301.39,11/1/2015,Nov,LA 34,2/1/2016,FY16,116809.3333
2015,11,35,14500,894,340,985,585,2804,353,984,1459,2796,4731,10331,-227,121389.25,11/1/2015,Nov,LA 35,2/1/2016,FY16,213031.0217
2015,11,36,9850,739,367,576,543,2225,386,486,1411,2283,4103,8611,-65,117626.26,11/1/2015,Nov,LA 36,2/1/2016,FY16,206022.4617
2015,11,37,5150,381,73,139,415,1008,85,121,957,1163,1747,3918,-2,62217.84,11/1/2015,Nov,LA 37,2/1/2016,FY16,139733.165
2015,11,38,5400,459,100,518,286,1363,107,365,793,1265,2402,5030,-15,70269.1,11/1/2015,Nov,LA 38,2/1/2016,FY16,115787.2517
2015,11,39,29800,2718,636,2047,1615,7016,712,1863,4147,6722,13768,27506,-48,401862.66,11/1/2015,Nov,LA 39,2/1/2016,FY16,605510.3817
2015,11,40,5100,355,72,350,387,1164,75,361,811,1247,1608,4019,-165,56145.43,11/1/2015,Nov,LA 40,2/1/2016,FY16,118415.4617
2015,11,41,49350,3759,823,3073,2789,10444,866,2973,6716,10555,19950,40949,-407,468047.07,11/1/2015,Nov,LA 41,2/1/2016,FY16,980614.3533
2015,11,42,8600,554,301,540,334,1729,320,510,913,1743,3215,6687,-62,91344.42,11/1/2015,Nov,LA 42,2/1/2016,FY16,133308.6517
2015,11,43,1500,108,31,77,83,299,31,72,216,319,536,1154,-7,19064.08,11/1/2015,Nov,LA 43,2/1/2016,FY16,31538.52
2015,11,44,2800,234,57,86,213,590,62,95,476,633,1313,2536,-9,40271.68,11/1/2015,Nov,LA 44,2/1/2016,FY16,69501.55333
2015,11,46,7600,571,210,527,312,1620,217,404,949,1570,2742,5932,-32,81031.12,11/1/2015,Nov,LA 46,2/1/2016,FY16,138565.0717
2015,11,48,69700,4899,1057,6020,3445,15421,1113,6226,7815,15154,26035,56610,-236,647052.3,11/1/2015,Nov,LA 48,2/1/2016,FY16,1141081.175
2015,11,49,1050,80,5,5,63,153,5,53,146,204,439,796,8,13149.92,11/1/2015,Nov,LA 49,2/1/2016,FY16,21317.70333
2015,11,51,3400,352,80,128,310,870,84,162,625,871,1567,3308,7,46212.76,11/1/2015,Nov,LA 51,2/1/2016,FY16,91257.29167
2015,11,53,1550,91,34,142,70,337,36,78,211,325,536,1198,-46,19790.96,11/1/2015,Nov,LA 53,2/1/2016,FY16,30808.46167
2015,11,54,60900,4544,1185,4756,3026,13511,1257,4338,7708,13303,23447,50261,-505,590566.75,11/1/2015,Nov,LA 54,2/1/2016,FY16,1125457.927
2015,11,56,4750,350,134,207,234,925,144,236,577,957,1628,3510,-19,55738.8,11/1/2015,Nov,LA 56,2/1/2016,FY16,84248.73167
2015,11,58,3800,353,69,166,251,839,81,155,611,847,1636,3322,39,46408.34,11/1/2015,Nov,LA 58,2/1/2016,FY16,89213.12833
2015,11,59,3850,442,71,318,220,1051,77,308,574,959,1761,3771,10,47891.7,11/1/2015,Nov,LA 59,2/1/2016,FY16,83810.69667
2015,11,60,1600,127,31,85,80,323,34,78,211,323,606,1252,-45,20683.04,11/1/2015,Nov,LA 60,2/1/2016,FY16,30808.46167
2015,11,61,2400,152,28,85,173,438,27,62,407,496,947,1881,5,31074.12,11/1/2015,Nov,LA 61,2/1/2016,FY16,59426.74833
2015,11,62,1650,148,54,40,128,370,56,43,311,410,637,1417,36,23408.84,11/1/2015,Nov,LA 62,2/1/2016,FY16,45409.62833
2015,11,63,1500,113,29,55,96,293,31,75,208,314,488,1095,-7,18089.4,11/1/2015,Nov,LA 63,2/1/2016,FY16,30370.42667
2015,11,64,1800,131,47,36,132,346,50,43,306,399,758,1503,-6,25310.52,11/1/2015,Nov,LA 64,2/1/2016,FY16,44679.57
2015,11,65,2800,243,39,30,284,596,39,44,571,654,885,2135,-106,29825.95,11/1/2015,Nov,LA 65,2/1/2016,FY16,83372.66167
2015,11,67,2100,138,20,75,141,374,21,79,357,457,798,1629,-51,26911.08,11/1/2015,Nov,LA 67,2/1/2016,FY16,52126.165
2015,11,69,2850,233,71,105,192,601,73,108,444,625,1115,2341,-22,37924.2,11/1/2015,Nov,LA 69,2/1/2016,FY16,64829.18
2015,11,70,750,45,11,6,41,103,10,24,93,127,251,481,-9,8100.04,11/1/2015,Nov,LA 70,2/1/2016,FY16,13579.085
2015,11,71,12450,706,365,1039,413,2523,371,1020,1066,2457,4696,9676,-60,113693,11/1/2015,Nov,LA 71,2/1/2016,FY16,155648.4367
2015,11,73,13750,1304,297,548,925,3074,320,504,2298,3122,6594,12790,-8,146189.7,11/1/2015,Nov,LA 73,2/1/2016,FY16,335534.81
2015,11,74,1250,113,30,88,63,294,34,58,185,277,515,1086,-12,17940.72,11/1/2015,Nov,LA 74,2/1/2016,FY16,27012.15833
2015,11,76,41500,3179,1062,2703,2179,9123,1168,2377,5491,9036,16008,34167,-297,582547.35,11/1/2015,Nov,LA 76,2/1/2016,FY16,801750.0617
2015,11,77,42500,3577,882,5412,1079,10950,942,4563,3866,9371,19395,39716,-143,592959.88,11/1/2015,Nov,LA 77,2/1/2016,FY16,564481.1033
2015,11,89,6050,381,230,620,89,1320,236,592,304,1132,2171,4623,-28,58712.1,11/1/2015,Nov,LA 89,2/1/2016,FY16,44387.54667
2015,11,90,5850,492,106,619,183,1400,118,558,473,1149,2512,5061,-21,61086.27,11/1/2015,Nov,LA 90,2/1/2016,FY16,69063.51833
2015,11,95,2100,156,47,134,145,482,55,145,283,483,704,1669,-11,27571.88,11/1/2015,Nov,LA 95,2/1/2016,FY16,41321.30167
2015,11,100,8600,700,156,768,413,2037,168,692,1075,1935,3238,7210,-92,109952.5,11/1/2015,Nov,LA 100,2/1/2016,FY16,156962.5417
2015,11,105,1100,74,27,30,89,220,29,29,182,240,524,984,-13,16255.68,11/1/2015,Nov,LA 105,2/1/2016,FY16,26574.12333
2015,11,107,3400,218,48,83,225,574,56,138,459,653,1267,2494,-17,39604.72,11/1/2015,Nov,LA 107,2/1/2016,FY16,67019.355
2015,11,108,6200,487,113,370,367,1337,123,358,874,1355,2374,5066,-98,67580.44,11/1/2015,Nov,LA 108,2/1/2016,FY16,127614.1967
2015,11,110,1100,83,11,97,51,242,11,67,145,223,388,853,-7,14091.56,11/1/2015,Nov,LA 110,2/1/2016,FY16,21171.69167
2015,11,126,1000,110,15,62,46,233,17,71,129,217,447,897,10,14818.44,11/1/2015,Nov,LA 126,2/1/2016,FY16,18835.505
2015,10,1,37450,2836,1148,3915,747,8646,1225,3448,2492,7165,14124,29935,-416,389753.7,10/1/2015,Oct,LA 1,1/1/2016,FY16,363861.0733
2015,10,3,31500,2688,317,3267,889,7161,335,3025,2509,5869,14163,27193,-298,327947.58,10/1/2015,Oct,LA 3,1/1/2016,FY16,366343.2717
2015,10,4,1500,133,13,64,80,290,14,88,170,272,665,1227,-46,20270.04,10/1/2015,Oct,LA 4,1/1/2016,FY16,24821.98333
2015,10,5,9450,772,192,817,401,2182,196,823,1030,2049,3739,7970,-110,106319.8,10/1/2015,Oct,LA 5,1/1/2016,FY16,150392.0167
2015,10,7,106250,7737,1995,14135,2080,25947,2227,12779,7772,22778,41359,90084,-836,1029660.12,10/1/2015,Oct,LA 7,1/1/2016,FY16,1134802.673
2015,10,10,3900,315,91,145,249,800,101,173,584,858,1390,3048,-46,42580.56,10/1/2015,Oct,LA 10,1/1/2016,FY16,85270.81333
2015,10,11,6700,604,111,601,416,1732,128,536,995,1659,2590,5981,44,74104.59,10/1/2015,Oct,LA 11,1/1/2016,FY16,145281.6083
2015,10,12,81900,6620,854,8562,1897,17933,954,8368,5231,14553,38469,70955,-305,855717.3,10/1/2015,Oct,LA 12,1/1/2016,FY16,763787.0283
2015,10,13,30250,2447,191,2679,1107,6424,213,2278,3229,5720,13712,25856,10,410593.28,10/1/2015,Oct,LA 13,1/1/2016,FY16,471471.6717
2015,10,17,34400,3381,466,2821,1753,8421,512,2860,4761,8133,15922,32476,186,365355,10/1/2015,Oct,LA 17,1/1/2016,FY16,695161.545
2015,10,19,3600,335,50,251,152,788,53,242,424,719,1549,3056,0,46573.44,10/1/2015,Oct,LA 19,1/1/2016,FY16,61908.94667
2015,10,20,7200,554,109,269,334,1266,125,200,905,1230,2733,5229,-14,83036.52,10/1/2015,Oct,LA 20,1/1/2016,FY16,132140.5583
2015,10,21,4600,420,116,153,302,991,130,170,694,994,1832,3817,16,53323.49,10/1/2015,Oct,LA 21,1/1/2016,FY16,101332.0967
2015,10,22,8050,764,167,363,614,1908,184,323,1615,2122,3408,7438,17,99222.92,10/1/2015,Oct,LA 22,1/1/2016,FY16,235808.8417
2015,10,24,4550,428,41,599,124,1192,44,585,346,975,2039,4206,30,64099.44,10/1/2015,Oct,LA 24,1/1/2016,FY16,50520.03667
2015,10,26,84000,6922,942,9072,2897,19833,1020,8640,7551,17211,35259,72303,13,826423.29,10/1/2015,Oct,LA 26,1/1/2016,FY16,1102534.095
2015,10,27,23700,2305,598,1126,1927,5956,649,908,4687,6244,9655,21855,123,372627.75,10/1/2015,Oct,LA 27,1/1/2016,FY16,684356.6817
2015,10,28,2350,227,38,108,126,499,43,140,278,461,996,1956,-16,26093.04,10/1/2015,Oct,LA 28,1/1/2016,FY16,40591.24333
2015,10,29,15100,1292,319,1673,543,3827,359,1603,1597,3559,6965,14351,23,214260.43,10/1/2015,Oct,LA 29,1/1/2016,FY16,233180.6317
2015,10,30,3750,349,32,267,248,896,44,246,611,901,1470,3267,38,45639.99,10/1/2015,Oct,LA 30,1/1/2016,FY16,89213.12833
2015,10,31,18900,1696,646,1168,985,4495,678,1097,2439,4214,8337,17046,-182,216484.2,10/1/2015,Oct,LA 31,1/1/2016,FY16,356122.455
2015,10,32,8350,815,227,638,426,2106,251,627,1076,1954,3851,7911,24,120642.75,10/1/2015,Oct,LA 32,1/1/2016,FY16,157108.5533
2015,10,33,48200,3743,1141,2664,2254,9802,1231,2821,5200,9252,20572,39626,242,503250.2,10/1/2015,Oct,LA 33,1/1/2016,FY16,759260.6667
2015,10,34,4450,446,164,146,347,1103,184,141,808,1133,1617,3853,74,53826.41,10/1/2015,Oct,LA 34,1/1/2016,FY16,117977.4267
2015,10,35,14500,946,324,1000,597,2867,333,967,1529,2829,4862,10558,-173,124056.5,10/1/2015,Oct,LA 35,1/1/2016,FY16,223251.8383
2015,10,36,9850,794,361,554,542,2251,387,470,1436,2293,4132,8676,-47,118514.16,10/1/2015,Oct,LA 36,1/1/2016,FY16,209672.7533
2015,10,37,5150,418,60,142,404,1024,67,121,958,1146,1750,3920,62,62249.6,10/1/2015,Oct,LA 37,1/1/2016,FY16,139879.1767
2015,10,38,5400,513,94,496,287,1390,109,344,821,1274,2381,5045,26,70478.65,10/1/2015,Oct,LA 38,1/1/2016,FY16,119875.5783
2015,10,39,29800,2819,613,2075,1596,7103,674,1865,4143,6682,13769,27554,-110,402563.94,10/1/2015,Oct,LA 39,1/1/2016,FY16,604926.335
2015,10,40,5100,406,72,345,395,1218,76,367,855,1298,1668,4184,-48,58450.48,10/1/2015,Oct,LA 40,1/1/2016,FY16,124839.975
2015,10,41,49350,3956,836,3049,2760,10601,889,2903,6961,10753,20002,41356,-418,472699.08,10/1/2015,Oct,LA 41,1/1/2016,FY16,1016387.212
2015,10,42,8600,592,298,526,346,1762,331,518,909,1758,3229,6749,-93,92191.34,10/1/2015,Oct,LA 42,1/1/2016,FY16,132724.605
2015,10,43,1500,101,32,80,84,297,32,72,227,331,533,1161,-42,19179.72,10/1/2015,Oct,LA 43,1/1/2016,FY16,33144.64833
2015,10,44,2800,252,60,81,208,601,66,88,480,634,1310,2545,3,40414.6,10/1/2015,Oct,LA 44,1/1/2016,FY16,70085.6
2015,10,46,7600,591,196,517,318,1622,219,420,965,1604,2738,5964,-33,81468.24,10/1/2015,Oct,LA 46,1/1/2016,FY16,140901.2583
2015,10,48,69700,5198,1008,6060,3397,15663,1079,6152,7923,15154,26029,56846,155,649749.78,10/1/2015,Oct,LA 48,1/1/2016,FY16,1156850.435
2015,10,49,1050,83,4,7,61,155,5,49,143,197,436,788,1,13017.76,10/1/2015,Oct,LA 49,1/1/2016,FY16,20879.66833
2015,10,51,3400,370,77,138,287,872,84,169,618,871,1558,3301,3,46114.97,10/1/2015,Oct,LA 51,1/1/2016,FY16,90235.21
2015,10,53,1550,114,42,143,65,364,44,77,219,340,540,1244,-37,20550.88,10/1/2015,Oct,LA 53,1/1/2016,FY16,31976.555
2015,10,54,60900,4686,1192,4810,3062,13750,1278,4352,7915,13545,23471,50766,25,596500.5,10/1/2015,Oct,LA 54,1/1/2016,FY16,1155682.342
2015,10,56,4750,353,132,203,238,926,140,242,588,970,1633,3529,47,56040.52,10/1/2015,Oct,LA 56,1/1/2016,FY16,85854.86
2015,10,58,3800,365,66,159,239,829,78,152,601,831,1623,3283,28,45863.51,10/1/2015,Oct,LA 58,1/1/2016,FY16,87753.01167
2015,10,59,3850,464,76,305,208,1053,77,305,574,956,1752,3761,65,47764.7,10/1/2015,Oct,LA 59,1/1/2016,FY16,83810.69667
2015,10,60,1600,144,31,75,84,334,34,73,221,328,635,1297,26,21426.44,10/1/2015,Oct,LA 60,1/1/2016,FY16,32268.57833
2015,10,61,2400,149,34,83,164,430,35,61,406,502,944,1876,-52,30991.52,10/1/2015,Oct,LA 61,1/1/2016,FY16,59280.73667
2015,10,62,1650,158,55,41,112,366,58,44,292,394,621,1381,42,22814.12,10/1/2015,Oct,LA 62,1/1/2016,FY16,42635.40667
2015,10,63,1500,122,38,49,90,299,38,75,210,323,480,1102,-21,18205.04,10/1/2015,Oct,LA 63,1/1/2016,FY16,30662.45
