Date,Total_Participants,Total_Women,Total_Infants,Total_Children,Project,Year,Local_Agency,Month,Approved_Caseload,Pregnant_Women,Full_Breastfed_Women,Partial_Breastfed_Women,Postpartum_Women,Full_Breastfed_Infants,Partial_Breastfed_Infants,Full_Formula_Fed_Infants,MtM_Caseload_Difference,Gen_Admin_Money,Fiscal_Month,Time_Shift,Fiscal_Year,FFF_Infants_Est
2020-08-01,30642,8516,8036,14090,41,2020,LA 41,8,37978,2725,655,3758,1378,635,3974,3427,60,374751.66,Aug,2020-11-01,FY20,500381.981666667
2020-08-01,6139,1500,1506,3133,42,2020,LA 42,8,7240,470,255,505,270,253,539,714,284,89690.79,Aug,2020-11-01,FY20,104252.33
2020-08-01,1206,329,306,571,43,2020,LA 43,8,1475,104,23,136,66,21,140,145,-16,21310.02,Aug,2020-11-01,FY20,21171.6916666667
2020-08-01,1877,451,490,936,44,2020,LA 44,8,2563,188,26,100,137,25,111,354,2,31890.23,Aug,2020-11-01,FY20,51688.13
2020-08-01,5415,1633,1565,2217,46,2020,LA 46,8,6405,509,186,597,341,183,618,764,-54,80358.6,Aug,2020-11-01,FY20,111552.913333333
2020-08-01,40601,11709,11059,17833,48,2020,LA 48,8,52962,3369,670,6002,1668,652,6252,4155,-1207,510354.57,Aug,2020-11-01,FY20,606678.475
2020-08-01,816,185,206,425,49,2020,LA 49,8,959,62,7,71,45,7,86,113,-3,14418.72,Aug,2020-11-01,FY20,16499.3183333333
2020-08-01,2526,730,662,1134,51,2020,LA 51,8,3372,274,57,221,178,55,237,370,20,37763.7,Aug,2020-11-01,FY20,54024.3166666667
2020-08-01,1348,374,358,616,53,2020,LA 53,8,1733,116,24,187,47,22,195,141,-20,23819.16,Aug,2020-11-01,FY20,20587.645
2020-08-01,32524,9392,9473,13659,54,2020,LA 54,8,43789,2676,635,3946,2135,622,4138,4713,-889,408826.68,Aug,2020-11-01,FY20,688152.985
2020-08-01,3100,805,820,1475,56,2020,LA 56,8,3648,282,85,210,228,83,215,522,-31,52669,Aug,2020-11-01,FY20,76218.09
2020-08-01,2127,587,652,888,58,2020,LA 58,8,2989,199,52,136,200,54,139,459,-25,31798.65,Aug,2020-11-01,FY20,67019.355
2020-08-01,4861,1326,1280,2255,59,2020,LA 59,8,6087,511,146,368,301,145,384,751,-202,66060.99,Aug,2020-11-01,FY20,109654.761666667
2020-08-01,1003,277,266,460,60,2020,LA 60,8,1330,88,22,89,78,21,90,155,-13,17723.01,Aug,2020-11-01,FY20,22631.8083333333
2020-08-01,1496,378,401,717,61,2020,LA 61,8,1915,146,37,72,123,35,77,289,-68,26434.32,Aug,2020-11-01,FY20,42197.3716666667
2020-08-01,1661,565,408,688,62,2020,LA 62,8,1871,287,48,91,139,47,89,272,-84,29349.87,Aug,2020-11-01,FY20,39715.1733333333
2020-08-01,734,198,215,321,63,2020,LA 63,8,1117,71,18,58,51,18,71,126,-40,13219.34,Aug,2020-11-01,FY20,18397.47
2020-08-01,1586,422,394,770,64,2020,LA 64,8,1898,187,56,81,98,53,89,252,-40,28563.86,Aug,2020-11-01,FY20,36794.94
2020-08-01,1691,489,545,657,65,2020,LA 65,8,2570,171,30,101,187,31,104,410,-19,25280.45,Aug,2020-11-01,FY20,59864.7833333333
2020-08-01,1437,366,404,667,67,2020,LA 67,8,1868,137,23,99,107,22,99,283,34,25391.79,Aug,2020-11-01,FY20,41321.3016666667
2020-08-01,2094,539,555,1000,69,2020,LA 69,8,2528,206,50,140,143,51,150,354,47,37712.94,Aug,2020-11-01,FY20,51688.13
2020-08-01,294,77,92,125,70,2020,LA 70,8,414,23,5,25,24,4,26,62,-10,5294.94,Aug,2020-11-01,FY20,9052.72333333333
2020-08-01,7166,2015,2039,3112,71,2020,LA 71,8,9467,552,203,933,327,199,969,871,-140,94949.5,Aug,2020-11-01,FY20,127176.161666667
2020-08-01,10251,2328,2469,5454,73,2020,LA 73,8,13357,882,184,582,680,182,617,1670,15,125369.73,Aug,2020-11-01,FY20,243839.483333333
2020-08-01,903,258,268,377,74,2020,LA 74,8,1190,85,22,85,66,22,88,158,-14,15956.01,Aug,2020-11-01,FY20,23069.8433333333
2020-08-01,35359,10542,8571,16246,77,2020,LA 77,8,43792,2986,793,6250,513,783,6511,1277,-440,564683.23,Aug,2020-11-01,FY20,186456.898333333
2020-08-01,4159,1278,1038,1843,89,2020,LA 89,8,5347,408,135,635,100,134,675,229,13,56520.81,Aug,2020-11-01,FY20,33436.6716666667
2020-08-01,4457,1259,1115,2083,90,2020,LA 90,8,5277,368,70,617,204,65,643,407,69,60570.63,Aug,2020-11-01,FY20,59426.7483333333
2020-08-01,1379,372,418,589,95,2020,LA 95,8,1770,124,51,103,94,50,127,241,-10,24835.79,Aug,2020-11-01,FY20,35188.8116666667
2020-08-01,5391,1586,1565,2240,100,2020,LA 100,8,7567,480,135,597,374,135,607,823,94,87927.21,Aug,2020-11-01,FY20,120167.601666667
2020-08-01,1629,603,354,672,105,2020,LA 105,8,1629,356,43,92,112,43,96,215,105,28784.43,Aug,2020-11-01,FY20,31392.5083333333
2020-08-01,3243,874,940,1429,108,2020,LA 108,8,4363,302,56,243,273,54,248,638,-139,48482.85,Aug,2020-11-01,FY20,93155.4433333333
2020-08-01,720,185,190,345,110,2020,LA 110,8,895,53,13,69,50,12,71,107,16,12722.4,Aug,2020-11-01,FY20,15623.2483333333
2020-08-01,881,211,203,467,126,2020,LA 126,8,979,94,19,43,55,19,44,140,23,15567.27,Aug,2020-11-01,FY20,20441.6333333333
2020-08-01,43131,11954,12377,18800,130,2020,LA 130,8,55000,4048,1308,3338,3260,1285,3484,7608,547,784984.2,Aug,2020-11-01,FY20,1110856.76
2020-08-01,6265,1836,1650,2779,132,2020,LA 132,8,7399,593,155,815,273,156,855,639,90,102182.15,Aug,2020-11-01,FY20,93301.455
2016-12-01,26888,7567,6554,12767,1,2016,LA 1,12,37450,2204,1011,3660,692,1047,3333,2174,-756,352770.56,Dec,2017-03-01,FY17,317429.363333333
2016-12-01,24760,6285,5458,13017,3,2016,LA 3,12,31500,2062,282,3099,842,301,2897,2260,-516,301081.6,Dec,2017-03-01,FY17,329986.366666667
2016-12-01,1208,269,273,666,4,2016,LA 4,12,1500,114,18,47,90,19,77,177,0,20101.12,Dec,2017-03-01,FY17,25844.065
2016-12-01,7413,1961,1817,3635,5,2016,LA 5,12,9450,632,158,834,337,159,769,889,-178,99630.72,Dec,2017-03-01,FY17,129804.371666667
2016-12-01,83294,24586,21700,37008,7,2016,LA 7,12,106250,6465,2029,14216,1876,2186,12691,6823,-1108,959546.88,Dec,2017-03-01,FY17,996237.601666667
2016-12-01,2770,719,744,1307,10,2016,LA 10,12,3900,277,73,132,237,80,153,511,-64,39001.6,Dec,2017-03-01,FY17,74611.9616666667
2016-12-01,5604,1581,1520,2503,11,2016,LA 11,12,6700,516,135,599,331,155,560,805,-76,69937.92,Dec,2017-03-01,FY17,117539.391666667
2016-12-01,66434,16397,13334,36703,12,2016,LA 12,12,81900,5538,954,8195,1710,1006,7905,4423,-1286,850355.2,Dec,2017-03-01,FY17,645809.601666667
2016-12-01,24168,6013,5382,12773,13,2016,LA 13,12,30250,2058,176,2613,1166,185,2335,2862,-702,386688,Dec,2017-03-01,FY17,417885.39
2016-12-01,30382,7640,7722,15020,17,2016,LA 17,12,34400,2576,502,2750,1812,510,2739,4473,-452,344835.7,Dec,2017-03-01,FY17,653110.185
2016-12-01,2889,702,658,1529,19,2016,LA 19,12,3600,234,36,279,153,39,243,376,-34,44375.04,Dec,2017-03-01,FY17,54900.3866666667
2016-12-01,4685,1098,1138,2449,20,2016,LA 20,12,7200,409,114,282,293,121,210,807,-92,74960,Dec,2017-03-01,FY17,117831.415
2016-12-01,3538,939,976,1623,21,2016,LA 21,12,4600,340,147,164,288,166,175,635,-93,49815.04,Dec,2017-03-01,FY17,92717.4083333333
2016-12-01,6923,1770,1944,3209,22,2016,LA 22,12,8050,681,138,343,608,150,337,1457,-82,93045.12,Dec,2017-03-01,FY17,212738.998333333
2016-12-01,4008,1085,874,2049,24,2016,LA 24,12,4550,383,42,564,96,52,555,267,-103,61562.88,Dec,2017-03-01,FY17,38985.115
2016-12-01,68564,18621,16707,33236,26,2016,LA 26,12,84000,5867,945,9063,2746,1025,8785,6897,-1323,811797.76,Dec,2017-03-01,FY17,1007042.465
2016-12-01,21713,5833,6218,9662,27,2016,LA 27,12,23700,2062,638,1330,1803,712,1127,4379,-363,372377.95,Dec,2017-03-01,FY17,639385.088333333
2016-12-01,1820,458,462,900,28,2016,LA 28,12,2350,157,43,156,102,51,140,271,-28,24460.8,Dec,2017-03-01,FY17,39569.1616666667
2016-12-01,14109,3680,3439,6990,29,2016,LA 29,12,15100,1124,341,1682,533,361,1568,1510,-22,212199.36,Dec,2017-03-01,FY17,220477.616666667
2016-12-01,3230,916,906,1408,30,2016,LA 30,12,3750,320,38,330,228,43,311,552,-106,45478.4,Dec,2017-03-01,FY17,80598.44
2016-12-01,15619,3993,3850,7776,31,2016,LA 31,12,18900,1415,657,1068,853,696,999,2155,-248,199923.2,Dec,2017-03-01,FY17,314655.141666667
2016-12-01,35960,8716,8459,18785,33,2016,LA 33,12,48200,2960,1039,2651,2066,1081,2817,4561,-539,460288,Dec,2017-03-01,FY17,665959.211666667
2016-12-01,3435,924,1008,1503,34,2016,LA 34,12,4450,353,139,128,304,143,126,739,-164,48364.8,Dec,2017-03-01,FY17,107902.621666667
2016-12-01,9272,2531,2570,4171,35,2016,LA 35,12,14500,710,304,951,566,306,913,1351,-216,109780.48,Dec,2017-03-01,FY17,197261.761666667
2016-12-01,8037,2081,2134,3822,36,2016,LA 36,12,9850,669,362,536,514,376,486,1272,-254,110589.12,Dec,2017-03-01,FY17,185726.84
2016-12-01,4081,998,1188,1895,37,2016,LA 37,12,5150,344,89,143,422,97,139,952,-121,65296,Dec,2017-03-01,FY17,139003.106666667
2016-12-01,4256,1201,1117,1938,38,2016,LA 38,12,5400,434,84,404,279,96,318,703,-93,59924.48,Dec,2017-03-01,FY17,102646.201666667
2016-12-01,28000,7103,6694,14203,39,2016,LA 39,12,29800,2584,690,2353,1476,751,2190,3753,-185,412160,Dec,2017-03-01,FY17,547981.785
2016-12-01,3655,1003,1091,1561,40,2016,LA 40,12,5100,319,46,292,346,44,295,752,-55,51462.4,Dec,2017-03-01,FY17,109800.773333333
2016-12-01,37426,9559,9661,18206,41,2016,LA 41,12,49350,3169,773,3006,2611,798,2926,5937,-1124,431147.52,Dec,2017-03-01,FY17,866871.265
2016-12-01,6660,1729,1761,3170,42,2016,LA 42,12,8600,463,341,612,313,358,562,841,-79,91641.6,Dec,2017-03-01,FY17,122795.811666667
2016-12-01,1185,273,307,605,43,2016,LA 43,12,1500,95,21,76,81,22,72,213,-21,19718.4,Dec,2017-03-01,FY17,31100.485
2016-12-01,2436,552,625,1259,44,2016,LA 44,12,2800,208,56,80,208,59,80,486,-98,38976,Dec,2017-03-01,FY17,70961.67
2016-12-01,5295,1519,1486,2290,46,2016,LA 46,12,7600,466,205,525,323,210,441,835,-143,72859.2,Dec,2017-03-01,FY17,121919.741666667
2016-12-01,55382,14838,14625,25919,48,2016,LA 48,12,69700,4493,1092,6196,3057,1149,6234,7242,-1119,655722.88,Dec,2017-03-01,FY17,1057416.49
2016-12-01,821,172,192,457,49,2016,LA 49,12,1050,79,6,2,85,5,65,122,9,13661.44,Dec,2017-03-01,FY17,17813.4233333333
2016-12-01,3147,795,844,1508,51,2016,LA 51,12,3400,292,63,174,266,65,208,571,-78,44309.76,Dec,2017-03-01,FY17,83372.6616666667
2016-12-01,1177,345,306,526,53,2016,LA 53,12,1550,101,44,159,41,46,79,181,-29,19585.28,Dec,2017-03-01,FY17,26428.1116666667
2016-12-01,45584,12688,12577,20319,54,2016,LA 54,12,60900,3814,1178,4974,2722,1233,4690,6654,-1003,539714.56,Dec,2017-03-01,FY17,971561.63
2016-12-01,3467,885,905,1677,56,2016,LA 56,12,4750,326,102,195,262,112,192,601,-45,55472,Dec,2017-03-01,FY17,87753.0116666667
2016-12-01,3008,775,809,1424,58,2016,LA 58,12,3800,324,74,138,239,81,150,578,-79,42352.64,Dec,2017-03-01,FY17,84394.7433333333
2016-12-01,3865,1038,1009,1818,59,2016,LA 59,12,4000,385,86,349,218,92,325,592,11,49472,Dec,2017-03-01,FY17,86438.9066666667
2016-12-01,1212,320,330,562,60,2016,LA 60,12,1600,125,35,73,87,36,64,230,-28,20167.68,Dec,2017-03-01,FY17,33582.6833333333
2016-12-01,1721,410,414,897,61,2016,LA 61,12,2400,149,37,74,150,39,65,310,-8,28637.44,Dec,2017-03-01,FY17,45263.6166666667
2016-12-01,1369,363,380,626,62,2016,LA 62,12,1650,132,39,56,136,38,65,277,-49,22780.16,Dec,2017-03-01,FY17,40445.2316666667
2016-12-01,1045,266,314,465,63,2016,LA 63,12,1500,78,38,56,94,37,69,208,-54,17388.8,Dec,2017-03-01,FY17,30370.4266666667
2016-12-01,1408,352,394,662,64,2016,LA 64,12,1800,131,53,50,118,62,44,288,-10,23879.68,Dec,2017-03-01,FY17,42051.36
2016-12-01,1976,539,632,805,65,2016,LA 65,12,2800,178,43,26,292,42,37,553,-77,27822.08,Dec,2017-03-01,FY17,80744.4516666667
2016-12-01,1555,375,440,740,67,2016,LA 67,12,2100,137,27,82,129,28,93,319,-31,25875.2,Dec,2017-03-01,FY17,46577.7216666667
2016-12-01,2363,586,594,1183,69,2016,LA 69,12,2850,223,73,122,168,76,138,380,-52,38564.16,Dec,2017-03-01,FY17,55484.4333333333
2016-12-01,411,101,126,184,70,2016,LA 70,12,750,37,9,14,41,8,22,96,-10,6970.56,Dec,2017-03-01,FY17,14017.12
2016-12-01,8892,2311,2309,4272,71,2016,LA 71,12,12450,595,299,1006,411,307,930,1072,-247,110972.16,Dec,2017-03-01,FY17,156524.506666667
2016-12-01,12698,3054,3215,6429,73,2016,LA 73,12,13750,1181,269,645,959,285,588,2342,-208,146280.96,Dec,2017-03-01,FY17,341959.323333333
2016-12-01,1112,296,300,516,74,2016,LA 74,12,1250,115,31,84,66,34,65,201,-21,18503.68,Dec,2017-03-01,FY17,29348.345
2016-12-01,31413,8306,8593,14514,76,2016,LA 76,12,41500,2658,970,2710,1968,1042,2358,5193,-738,538732.95,Dec,2017-03-01,FY17,758238.585
2016-12-01,39220,10906,9280,19034,77,2016,LA 77,12,42500,3293,867,5673,1073,938,4706,3636,-227,589868.8,Dec,2017-03-01,FY17,530898.42
2016-12-01,4303,1252,1054,1997,89,2016,LA 89,12,6050,336,228,659,29,234,638,182,-40,55078.4,Dec,2017-03-01,FY17,26574.1233333333
2016-12-01,4857,1335,1133,2389,90,2016,LA 90,12,5850,430,103,614,188,108,589,436,-140,59061.12,Dec,2017-03-01,FY17,63661.0866666667
2016-12-01,1540,446,445,649,95,2016,LA 95,12,2100,152,53,122,119,59,121,265,-26,25625.6,Dec,2017-03-01,FY17,38693.0916666667
2016-12-01,6892,1883,1832,3177,100,2016,LA 100,12,8600,589,168,711,415,172,662,998,-38,105861.12,Dec,2017-03-01,FY17,145719.643333333
2016-12-01,904,189,196,519,105,2016,LA 105,12,1100,67,22,36,64,22,33,141,-37,15042.56,Dec,2017-03-01,FY17,20587.645
2016-12-01,2411,599,633,1179,107,2016,LA 107,12,3400,208,53,134,204,56,145,432,1,38576,Dec,2017-03-01,FY17,63077.04
2016-12-01,4554,1216,1253,2085,108,2016,LA 108,12,6200,427,94,336,359,95,363,795,-120,64120.32,Dec,2017-03-01,FY17,116079.275
2016-12-01,829,205,199,425,110,2016,LA 110,12,1100,69,18,83,35,21,56,122,-22,13794.56,Dec,2017-03-01,FY17,17813.4233333333
2016-12-01,823,222,225,376,126,2016,LA 126,12,1000,90,29,45,58,31,41,153,-19,13694.72,Dec,2017-03-01,FY17,22339.785
2016-12-01,7511,1978,1882,3651,132,2016,LA 132,12,8350,685,185,665,443,206,648,1028,-65,115368.96,Dec,2017-03-01,FY17,150099.993333333
2017-12-01,21095,5563,5150,10382,1,2017,LA 1,12,37450,1653,771,2399,740,624,2525,2001,-1045,276766.4,Dec,2018-03-01,FY18,292169.345
2017-12-01,23435,5892,4968,12575,3,2017,LA 3,12,31500,2034,281,2758,819,298,2622,2048,-637,284969.6,Dec,2018-03-01,FY18,299031.893333333
2017-12-01,1031,223,227,581,4,2017,LA 4,12,1500,94,15,48,66,15,58,154,-29,17155.84,Dec,2018-03-01,FY18,22485.7966666667
2017-12-01,6822,1880,1647,3295,5,2017,LA 5,12,9450,552,150,882,296,146,803,698,-152,91687.68,Dec,2018-03-01,FY18,101916.143333333
2017-12-01,76395,22372,19925,34098,7,2017,LA 7,12,106250,5721,1618,13187,1846,1703,11669,6553,-1624,880070.4,Dec,2018-03-01,FY18,956814.451666667
2017-12-01,2656,709,737,1210,10,2017,LA 10,12,3900,253,74,177,205,79,189,469,-74,37396.48,Dec,2018-03-01,FY18,68479.4716666667
2017-12-01,4492,1324,1290,1878,11,2017,LA 11,12,6700,380,104,550,290,107,520,663,-23,56060.16,Dec,2018-03-01,FY18,96805.735
2017-12-01,60972,15216,12235,33521,12,2017,LA 12,12,81900,5138,754,7888,1436,813,7484,3938,-1766,780441.6,Dec,2018-03-01,FY18,574993.943333333
2017-12-01,23024,5731,5023,12270,13,2017,LA 13,12,30250,1984,182,2513,1052,198,2265,2560,-401,368384,Dec,2018-03-01,FY18,373789.866666667
2017-12-01,28295,7488,6950,13857,17,2017,LA 17,12,34400,2281,501,3206,1500,503,3096,3351,-652,321148.25,Dec,2018-03-01,FY18,489285.095
2017-12-01,2712,649,562,1501,19,2017,LA 19,12,3600,239,36,254,120,38,210,314,-51,41656.32,Dec,2018-03-01,FY18,45847.6633333333
2017-12-01,4353,1038,1046,2269,20,2017,LA 20,12,7200,363,108,279,288,119,239,688,-67,69648,Dec,2018-03-01,FY18,100456.026666667
2017-12-01,3183,834,853,1496,21,2017,LA 21,12,4600,314,125,125,270,125,134,594,-66,44816.64,Dec,2018-03-01,FY18,86730.93
2017-12-01,6301,1608,1771,2922,22,2017,LA 22,12,8050,613,129,306,560,132,309,1330,-596,84685.44,Dec,2018-03-01,FY18,194195.516666667
2017-12-01,3806,1038,878,1890,24,2017,LA 24,12,4550,336,30,574,98,35,568,275,-80,58460.16,Dec,2018-03-01,FY18,40153.2083333333
2017-12-01,61068,16862,15067,29139,26,2017,LA 26,12,84000,5104,834,8258,2666,873,7828,6366,-758,723045.12,Dec,2018-03-01,FY18,929510.27
2017-12-01,20940,5680,5794,9466,27,2017,LA 27,12,23700,2056,618,1311,1695,664,1136,3994,-354,359121,Dec,2018-03-01,FY18,583170.596666667
2017-12-01,1616,370,373,873,28,2017,LA 28,12,2350,116,23,137,94,25,129,219,-58,21719.04,Dec,2018-03-01,FY18,31976.555
2017-12-01,13798,3701,3497,6600,29,2017,LA 29,12,15100,1076,338,1687,600,339,1614,1544,-132,207521.92,Dec,2018-03-01,FY18,225442.013333333
2017-12-01,2753,803,758,1192,30,2017,LA 30,12,3750,286,38,274,205,44,244,470,5,38762.24,Dec,2018-03-01,FY18,68625.4833333333
2017-12-01,14892,3870,3725,7297,31,2017,LA 31,12,18900,1325,564,1132,849,589,1032,2104,-503,190617.6,Dec,2018-03-01,FY18,307208.546666667
2017-12-01,34516,8219,7814,18483,33,2017,LA 33,12,48200,2899,860,2534,1926,907,2632,4275,-629,441804.8,Dec,2018-03-01,FY18,624199.875
2017-12-01,3409,945,1048,1416,34,2017,LA 34,12,4450,355,129,153,308,141,156,751,-130,47998.72,Dec,2018-03-01,FY18,109654.761666667
2017-12-01,8472,2273,2334,3865,35,2017,LA 35,12,14500,653,229,904,487,231,872,1231,-395,100308.48,Dec,2018-03-01,FY18,179740.361666667
2017-12-01,7569,2008,2056,3505,36,2017,LA 36,12,9850,625,327,545,511,339,468,1249,-555,104149.44,Dec,2018-03-01,FY18,182368.571666667
2017-12-01,3530,893,1021,1616,37,2017,LA 37,12,5150,308,62,150,373,65,168,788,-59,56480,Dec,2018-03-01,FY18,115057.193333333
2017-12-01,3710,1096,1030,1584,38,2017,LA 38,12,5400,342,93,374,287,91,313,626,-91,52236.8,Dec,2018-03-01,FY18,91403.3033333333
2017-12-01,26636,6735,6295,13606,39,2017,LA 39,12,29800,2393,593,2351,1398,631,2203,3461,-486,392081.92,Dec,2018-03-01,FY18,505346.378333333
2017-12-01,3385,947,987,1451,40,2017,LA 40,12,5100,317,61,254,315,64,245,678,-37,47660.8,Dec,2018-03-01,FY18,98995.91
2017-12-01,36058,9309,9096,17653,41,2017,LA 41,12,49350,3127,686,3104,2392,713,3012,5371,-1736,415388.16,Dec,2018-03-01,FY18,784228.661666667
2017-12-01,5634,1364,1372,2898,42,2017,LA 42,12,8600,462,208,417,277,177,435,760,-381,77523.84,Dec,2018-03-01,FY18,110968.866666667
2017-12-01,982,223,240,519,43,2017,LA 43,12,1500,65,14,60,84,10,60,170,-59,16340.48,Dec,2018-03-01,FY18,24821.9833333333
2017-12-01,2291,462,523,1306,44,2017,LA 44,12,2800,182,34,62,184,37,64,422,-60,36656,Dec,2018-03-01,FY18,61616.9233333333
2017-12-01,4978,1428,1374,2176,46,2017,LA 46,12,7600,429,182,509,308,181,428,765,-95,68497.28,Dec,2018-03-01,FY18,111698.925
2017-12-01,45327,12501,12414,20412,48,2017,LA 48,12,69700,3467,906,5527,2601,946,5404,6064,-896,536671.68,Dec,2018-03-01,FY18,885414.746666667
2017-12-01,826,170,196,460,49,2017,LA 49,12,1050,78,5,3,84,5,76,115,-4,13744.64,Dec,2018-03-01,FY18,16791.3416666667
2017-12-01,2268,580,584,1104,51,2017,LA 51,12,3400,208,44,141,187,46,131,407,41,31933.44,Dec,2018-03-01,FY18,59426.7483333333
2017-12-01,1303,389,342,572,53,2017,LA 53,12,1550,99,30,188,72,34,98,210,-34,21681.92,Dec,2018-03-01,FY18,30662.45
2017-12-01,41948,11656,11600,18692,54,2017,LA 54,12,60900,3331,1005,4674,2646,1043,4321,6236,-1326,496664.32,Dec,2018-03-01,FY18,910528.753333333
2017-12-01,3321,855,921,1545,56,2017,LA 56,12,4750,298,112,201,244,116,207,598,-95,53136,Dec,2018-03-01,FY18,87314.9766666667
2017-12-01,2767,677,729,1361,58,2017,LA 58,12,3800,269,55,152,201,58,160,511,-108,38959.36,Dec,2018-03-01,FY18,74611.9616666667
2017-12-01,4127,1111,1063,1953,59,2017,LA 59,12,4300,417,84,339,271,91,326,646,62,52825.6,Dec,2018-03-01,FY18,94323.5366666667
2017-12-01,1106,308,317,481,60,2017,LA 60,12,1600,115,28,83,82,34,73,210,7,18403.84,Dec,2018-03-01,FY18,30662.45
2017-12-01,1598,374,402,822,61,2017,LA 61,12,2400,141,33,70,130,35,55,312,-11,26590.72,Dec,2018-03-01,FY18,45555.64
2017-12-01,1278,328,370,580,62,2017,LA 62,12,1650,125,39,52,112,43,58,269,-15,21265.92,Dec,2018-03-01,FY18,39277.1383333333
2017-12-01,911,240,261,410,63,2017,LA 63,12,1500,79,21,52,88,23,60,178,11,15159.04,Dec,2018-03-01,FY18,25990.0766666667
2017-12-01,1395,360,379,656,64,2017,LA 64,12,1800,143,44,53,120,47,52,280,-43,23659.2,Dec,2018-03-01,FY18,40883.2666666667
2017-12-01,1916,515,599,802,65,2017,LA 65,12,2800,184,36,26,269,31,26,542,-29,26977.28,Dec,2018-03-01,FY18,79138.3233333333
2017-12-01,1580,369,457,754,67,2017,LA 67,12,2100,123,22,87,137,22,95,340,-65,26291.2,Dec,2018-03-01,FY18,49643.9666666667
2017-12-01,2286,581,601,1104,69,2017,LA 69,12,2850,204,55,147,175,59,163,379,-53,37307.52,Dec,2018-03-01,FY18,55338.4216666667
2017-12-01,318,76,106,136,70,2017,LA 70,12,750,24,8,6,38,9,23,74,-20,5393.28,Dec,2018-03-01,FY18,10804.8633333333
2017-12-01,8832,2343,2313,4176,71,2017,LA 71,12,12450,614,305,1057,367,310,980,1023,-259,110223.36,Dec,2018-03-01,FY18,149369.935
2017-12-01,11890,2813,2975,6102,73,2017,LA 73,12,13750,1051,303,570,889,306,521,2148,-228,136972.8,Dec,2018-03-01,FY18,313633.06
2017-12-01,1047,286,291,470,74,2017,LA 74,12,1250,104,41,66,75,40,53,198,-74,17422.08,Dec,2018-03-01,FY18,28910.31
2017-12-01,28933,7504,7763,13666,76,2017,LA 76,12,41500,2291,916,2476,1821,966,2113,4684,-1038,496200.95,Dec,2018-03-01,FY18,683918.646666667
2017-12-01,38684,10667,9024,18993,77,2017,LA 77,12,42500,3204,831,5665,967,882,4805,3337,-548,581807.36,Dec,2018-03-01,FY18,487240.931666667
2017-12-01,3895,1151,962,1782,89,2017,LA 89,12,6050,325,179,631,16,179,632,151,-110,49856,Dec,2018-03-01,FY18,22047.7616666667
2017-12-01,4936,1403,1210,2323,90,2017,LA 90,12,5850,429,95,682,197,96,613,501,-99,60021.76,Dec,2018-03-01,FY18,73151.845
2017-12-01,1541,425,451,665,95,2017,LA 95,12,2100,130,48,142,105,52,141,258,-54,25642.24,Dec,2018-03-01,FY18,37671.01
2017-12-01,6334,1747,1662,2925,100,2017,LA 100,12,8600,563,138,718,328,149,642,871,-160,97290.24,Dec,2018-03-01,FY18,127176.161666667
2017-12-01,832,169,183,480,105,2017,LA 105,12,1100,61,21,35,52,23,28,132,9,13844.48,Dec,2018-03-01,FY18,19273.54
2017-12-01,2236,551,563,1122,107,2017,LA 107,12,3400,195,49,145,162,52,122,389,-88,35776,Dec,2018-03-01,FY18,56798.5383333333
2017-12-01,4017,1039,1098,1880,108,2017,LA 108,12,6200,288,98,317,336,102,308,688,-162,56559.36,Dec,2018-03-01,FY18,100456.026666667
2017-12-01,716,191,162,363,110,2017,LA 110,12,1100,74,15,66,36,15,58,89,-52,11914.24,Dec,2018-03-01,FY18,12995.0383333333
2017-12-01,818,188,212,418,126,2017,LA 126,12,1000,71,15,42,60,13,40,159,-37,13611.52,Dec,2018-03-01,FY18,23215.855
2017-12-01,6973,196,172,6605,132,2017,LA 132,12,8350,78,15,67,36,15,59,98,-433,107105.28,Dec,2018-03-01,FY18,14309.1433333333
2018-12-01,22818,6406,5682,10730,1,2018,LA 1,12,1817,1748,1026,3057,575,784,3359,1539,-489,328579.2,Dec,2019-03-01,FY19,224711.955
2018-12-01,20230,5053,4724,10453,3,2018,LA 3,12,1773,1655,313,2140,945,275,2270,2179,-318,271891.2,Dec,2019-03-01,FY19,318159.421666667
2018-12-01,935,216,202,517,4,2018,LA 4,12,83,75,9,73,59,8,76,118,-41,15558.4,Dec,2019-03-01,FY19,17229.3766666667
2018-12-01,6043,1618,1590,2835,5,2018,LA 5,12,524,494,169,602,353,126,698,766,-226,81217.92,Dec,2019-03-01,FY19,111844.936666667
2018-12-01,64289,19312,18448,26529,7,2018,LA 7,12,4480,4314,1372,11321,2305,1250,11290,5908,-23,740609.28,Dec,2019-03-01,FY19,862636.926666667
2018-12-01,2426,700,712,1014,10,2018,LA 10,12,233,225,81,194,200,65,192,455,-59,34158.08,Dec,2019-03-01,FY19,66435.3083333333
2018-12-01,3945,1122,1199,1624,11,2018,LA 11,12,305,308,91,442,281,80,484,635,-88,51758.4,Dec,2019-03-01,FY19,92717.4083333333
2018-12-01,53399,14040,11670,27689,12,2018,LA 12,12,4442,4222,695,7645,1478,651,7638,3381,-725,683507.2,Dec,2019-03-01,FY19,493665.445
2018-12-01,20484,5064,4725,10695,13,2018,LA 13,12,1768,1654,182,2170,1058,145,2331,2249,-375,327744,Dec,2019-03-01,FY19,328380.238333333
2018-12-01,26112,6831,6534,12747,17,2018,LA 17,12,2164,2065,389,3010,1367,338,3169,3027,-562,296371.2,Dec,2019-03-01,FY19,441977.315
